nft_number,name,character,movie_tv,description,image,cafe_link,display_label,nft_rec_id,suggest_edit_url,Quotes,Suggested_Edits
151,Kanye West,,,"An American rapper, producer, and fashion designer, known for groundbreaking albums like The College Dropout and My Beautiful Dark Twisted Fantasy, his influential production style, and his polarizing presence in music and popular culture.",51_batch_2.svg (https://cdn.xrp.cafe/76710050b6c8-4ed5-8af3-2d34a82d8477c220e6382179-404a-8f8b-dbc25f947c25c16d8b6cc4ae-4428-bd9f-4a3728c5551a.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A675D6EA8205DE49E7,NFT #151 — Kanye West,reci2f4BZggxdEWC9,/suggest-edit?nft_number=151,,
152,Martin Kove,John Kreese,The Karate Kid,"
The ruthless sensei of the Cobra Kai dojo, known for his “no mercy” philosophy, aggressive training methods, and role in shaping his students into relentless fighters.",52_batch_2.svg (https://cdn.xrp.cafe/60b3cbafe182-4b22-ba3d-cfdc976b53112a70ee5e6542-40f4-884a-28520fd789d5d032c6d9a840-41c0-be52-42b5a01396d1.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A68CBCBB8305DE49E8,NFT #152 — Martin Kove as John Kreese (The Karate Kid),recbsnstBnimNmWrz,/suggest-edit?nft_number=152,"""""""There is no good. There is no bad. Only weak... or strong""""
""",
153,,,,,53_batch_2.svg (https://cdn.xrp.cafe/c0cc89cd0482-4902-8f79-acc4bcb4d5f4767eba24e78a-4dd2-a31b-71517addfd3818e05d8b172d-45e4-993d-b5b7b7595be2.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A6A3A28C8405DE49E9,NFT #153,recgelN8beP1T3fwm,/suggest-edit?nft_number=153,,
154,,,,,54_batch_2.svg (https://cdn.xrp.cafe/83715848516c-4729-82ed-ceefb18f4775c38f674428cc-4474-af8e-068f242f2dd1e0864b2c1c56-4dd0-8d19-b6050eaefb3a.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A6BA885D8505DE49EA,NFT #154,recfv3oxZ22uL8Y0k,/suggest-edit?nft_number=154,,
155,David Goggins,,,,55_batch_2.svg (https://cdn.xrp.cafe/87b97ea03455-4190-9c50-4f4bfccea68fa9eeccd5f926-4301-a82f-ed942d9cf6c24d2fe01bd7ff-41de-82dd-dc78dbd15422.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A6D16E2E8605DE49EB,NFT #155 — David Goggins,recJpEpHlbn794RHQ,/suggest-edit?nft_number=155,,
156,Van Morrison,,,"An Irish singer-songwriter and musician, known for hits like Brown Eyed Girl and Moondance, blending rock, jazz, and soul, and earning a lasting reputation as one of the 20th century’s most influential musical artists.",56_batch_2.svg (https://cdn.xrp.cafe/7fba712b2b54-4fb1-8117-a4db7ba15e080049211ee8f4-47e8-a823-dd38db9d71f3c64f698ba1ca-4ec6-af8e-1dcee64077bf.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A6E853FF8705DE49EC,NFT #156 — Van Morrison,recFklZ4VF6AarJ2w,/suggest-edit?nft_number=156,,
157,Melania Trump,,,"An American former model and current First Lady, known for her role alongside President Donald Trump, her advocacy on children’s well-being, and her distinctive fashion and public presence.
",57_batch_2.svg (https://cdn.xrp.cafe/a6606f95abaa-4cab-9915-c5afef352f773fba0b97b97b-463b-9a23-90ead093ea883aa0c4f1296d-4a52-9fbf-d68e2e85681d.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A6FF39D08805DE49ED,NFT #157 — Melania Trump,rec2w7cE7n1tZZeXa,/suggest-edit?nft_number=157,,
158,Herschel Beahm IV,Dr. Disrespect,,"An American internet personality and streamer, known for his over-the-top persona, signature mullet and sunglasses, and high-energy, entertaining gameplay in battle royale and shooter games.",58_batch_2.svg (https://cdn.xrp.cafe/c321b4372622-403c-bb19-97cfe164b9bb8ad4f136e9b2-4650-9fd4-56648d4a2e1acbe43683a5c4-4b9e-9615-7f3b259571a8.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A6161FA18905DE49EE,NFT #158 — Herschel Beahm IV as Dr. Disrespect,recTDyrkVTasRvTLC,/suggest-edit?nft_number=158,,
159,Ben Kingsley,Mahatma Gandhi,,"An Indian political and spiritual leader, known for leading India’s nonviolent independence movement against British rule, pioneering civil disobedience, and inspiring global movements for peace and justice.",59_batch_2.svg (https://cdn.xrp.cafe/278700903734-4bce-9af0-90232996186d8468d79c6e90-42b1-a4ec-5904049308b2fef0bae77f35-4d88-8567-2c771487d07d.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A62D05728A05DE49EF,NFT #159 — Ben Kingsley as Mahatma Gandhi,recsQ5pnMDKaXQwd8,/suggest-edit?nft_number=159,,
160,Matt LeBlanc,Joey Tribbiani,Friends,"
A lovable, struggling actor known for his goofy charm, devotion to friends, and comedic misadventures, often saying his signature line, “How you doin’?”
",60_batch_2.svg (https://cdn.xrp.cafe/8d009981691b-4109-9500-2606912d81e0815b2d734ccf-49c8-b0a9-379cce0c8aa858acc8660676-4c2f-a0b1-e84aba210272.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A643EB438B05DE49F0,NFT #160 — Matt LeBlanc as Joey Tribbiani (Friends),recfpj2RqjSwhb8nY,/suggest-edit?nft_number=160,,
161,Jon Bernthal,,,"
An American actor known for his intense and physically commanding performances, best recognized for portraying Frank Castle/The Punisher [The Punisher] and Shane Walsh [The Walking Dead], blending vulnerability, rage, and moral complexity in his roles.",61_batch_2.svg (https://cdn.xrp.cafe/73b450d96c6b-4765-87c3-2c968a95e9b37780de3fae69-4c27-afe4-0cd12a080773f63b87263a3b-45b8-b640-34816f8a5db4.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A65AD1148C05DE49F1,NFT #161 — Jon Bernthal,recguaaeiksHK6TkA,/suggest-edit?nft_number=161,"""If you can figure out how to get paid to do something you love, that's the dream.""",
162,Melania Trump,,,"An American former model and current First Lady, known for her role alongside President Donald Trump, her advocacy on children’s well-being, and her distinctive fashion and public presence.",62_batch_2.svg (https://cdn.xrp.cafe/4c4084580f7d-4692-acb4-633a2af0e390b68d49a479f8-40ae-958e-1e4577daa5f89198a2f3e9e5-4792-b488-8266be512719.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A671B6E58D05DE49F2,NFT #162 — Melania Trump,recRUwxno0RKD6JfY,/suggest-edit?nft_number=162,,
163,Pepe the Frog,,,,63_batch_2.svg (https://cdn.xrp.cafe/3d66d70890ac-4aa9-8b41-2ca6d42d92f9ad1599a1cc55-4ca1-bacf-d6658553c58a4bd710305a2c-4d04-8cb1-78da9b244ac2.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A6889CB68E05DE49F3,NFT #163 - Pepe the Frog,recgsyuivO45PIiBh,/suggest-edit?nft_number=163,,
164,Lennie James,Morgan Jones,The Walking Dead,"A seasoned survivor in the post-apocalyptic world, who evolves from a grief-stricken father to a skilled fighter and mentor, struggling to balance morality, survival, and leadership in a harsh, lawless world. ",64_batch_2.svg (https://cdn.xrp.cafe/700167c39f7e-43ad-af78-82b09b87c6a01dc0f943d300-4c95-9fb3-cada6d91624b9953a146f542-4b18-8dcd-cc0328564276.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A69F82878F05DE49F4,NFT #164 — Lennie James as Morgan Jones (The Walking Dead),recPuB4JkoR6jnG11,/suggest-edit?nft_number=164,,
165,,,,,65_batch_2.svg (https://cdn.xrp.cafe/e7a984a1dd0c-4ad0-8760-454ead5023d02d67860fa390-4cc3-8fb2-ed00d793db5c10fb0eed8786-46ad-8618-e49acecdaa0c.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A6B668589005DE49F5,NFT #165,recSO9Bp8bvaWExjR,/suggest-edit?nft_number=165,,
166,Spike Spiegel,,Cowboy Bebop,,66_batch_2.svg (https://cdn.xrp.cafe/b898e02bef1c-4197-9641-43640a4b6b3b5c6026f07c5e-47cc-807b-5c2ab6c63d3d07e77c8d6c02-4f42-92a5-b54b50bb51c0.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A6CD4E299105DE49F6,NFT #166 — Spike Spiegel (Cowboy Bebop),recuva3HmhWok8XdD,/suggest-edit?nft_number=166,,
167,Mike Tyson,,,"An American former professional boxer, known for his ferocious power, speed, and aggressive style, becoming the youngest heavyweight champion in history and a controversial but iconic figure in sports and pop culture.",67_batch_2.svg (https://cdn.xrp.cafe/bfb12bdf9d31-4b2a-bb56-09abc0990f5cc9b3f69e7768-4ace-8348-0c9591a4e2a76dcbf5ba6868-4484-a48d-a9353f842bd8.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A6E433FA9205DE49F7,NFT #167 — Mike Tyson,recmCFxcBdicFhXMT,/suggest-edit?nft_number=167,,
168,Cassandra Peterson,Elvira,"Elvira, Mistress of the Dark","
A horror hostess and camp icon, known for her gothic appearance, sharp wit, and playful humor that blends spooky themes with comedy and pop culture commentary.
",68_batch_2.svg (https://cdn.xrp.cafe/8f6c06419d97-4312-8182-94cb3d359bd1ef4bcfe15671-43a6-a9c3-00ac406bb9ecba8fdca6c66c-45f5-9bf2-74bda362cee7.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A6FB19CB9305DE49F8,"NFT #168 — Cassandra Peterson as Elvira (Elvira, Mistress of the Dark)",recJ8CXrTaUiueriI,/suggest-edit?nft_number=168,,
169,,,,,69_batch_2.svg (https://cdn.xrp.cafe/7a2c31734be0-4e6d-a402-cb64c627846340ed387a1ab4-47fe-adcb-05a5fadae38964e50f3e4e38-404c-8c9e-ac0b61c83218.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A611FF9C9405DE49F9,NFT #169,recWTV2wWk9WUsZSk,/suggest-edit?nft_number=169,,
170,,,,,70_batch_2.svg (https://cdn.xrp.cafe/4959a280949e-4b53-9ab2-e10efc2ea97f80310b3eef16-4adf-a494-c4becf0bc93333e904b29bbc-4308-a0e6-02f61cf2f634.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A628E56D9505DE49FA,NFT #170,recwbeNsc9vxUzFoP,/suggest-edit?nft_number=170,,
171,,,,,71_batch_2.svg (https://cdn.xrp.cafe/a2f77ef25f5f-49da-8113-d13613c2c4297d7bde57df0d-4bb6-8c42-2c8f5aa43c2527da1ec79007-49ad-9bb7-3e6ec0ac7f11.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A63FCB3E9605DE49FB,NFT # 171,,/suggest-edit?nft_number=171,,
172,Chandler Riggs,Carl Grimes,The Walking Dead,"

The son of sheriff Rick Grimes, who grows from a scared child into a resilient and hardened survivor, navigating the dangers of a post-apocalyptic world while facing loss, loyalty, and moral challenges.",72_batch_2.svg (https://cdn.xrp.cafe/1fb50afa4745-48cd-bb6b-39633c37f7da487af5b91fd6-4cdd-81ba-4c59a45802371828ee842f25-4883-8c9f-7c205ac05b41.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A656B10F9705DE49FC,NFT #172 — Chandler Riggs as Carl Grimes (The Walking Dead),reca3AWptUSL386zK,/suggest-edit?nft_number=172,,
173,Ghost Rider,,,"Ghost Rider is a vengeful antihero known for his blazing skull and supernatural power drawn from a demonic pact. Once a mortal who sacrificed his soul to save another, he now rides the Hellcycle as a fiery spirit of vengeance—punishing the wicked, wielding hellfire, and serving as both protector and curse to those who dare walk the line between justice and damnation.",73_batch_2.svg (https://cdn.xrp.cafe/bfae328cae84-4cab-a4a1-ed4c29170df4aff1f2c188df-4287-a0d1-92cf2c57b48c862571a8e7b4-42db-b31f-802a144d0f37.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A66D96E09805DE49FD,NFT #173 — Ghost Rider,reconhVeYp23pgsKU,/suggest-edit?nft_number=173,,
174,Snoop Dogg,,,"An American rapper and entertainer, known for pioneering West Coast hip-hop with his debut Doggystyle, his smooth, laid-back flow, and his enduring influence across music, television, and pop culture.
",74_batch_2.svg (https://cdn.xrp.cafe/6019b26b77b7-4b44-a933-ad2927846c6039b5dc64d169-4ee7-a6d3-3d625bdf495531c59ee1443e-491a-8770-ab9d7c0166eb.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A6847CB19905DE49FE,NFT #174 — Snoop Dogg,recQpuyTCRE2ZQOaV,/suggest-edit?nft_number=174,,
175,Michael Jackson,,,"An American singer, songwriter, and entertainer, known as the “King of Pop”, who revolutionized music with hits like Thriller and Billie Jean, iconic dance moves like the Moonwalk, and a lasting global influence on pop culture.",75_batch_2.svg (https://cdn.xrp.cafe/f5f7219f9f4f-455e-b91f-2150dfd088fd5055430ad98d-4575-87de-b74469af673df42421aab72f-4a08-ab45-362cca9d8c04.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A69B62829A05DE49FF,NFT #175 — Michael Jackson,recuhPyKBYQ7fvkJf,/suggest-edit?nft_number=175,,
176,,,,,76_batch_2.svg (https://cdn.xrp.cafe/770976f52f3c-45f5-bfaa-23e2007689a87b62dd4c0aa3-4ea6-9b55-4c9258895c6fd3b33926c0b8-4219-9520-b544c9ee8666.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A6B248539B05DE4A00,NFT #176,reciLgaQkVYVR7OMd,/suggest-edit?nft_number=176,,
177,,,,,77_batch_2.svg (https://cdn.xrp.cafe/a9990aa4f0f9-4d11-bf20-9a4aa96061290e7f6d29b576-44cb-a414-4bda10945c33593b754d145c-48b2-9abc-ffff1e8e901a.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A6C92E249C05DE4A01,NFT #177,rec0IUAqB3W4cLAOM,/suggest-edit?nft_number=177,,
178,,,,,78_batch_2.svg (https://cdn.xrp.cafe/bac935882253-423c-899a-7a3c543a27a4d8baa296605f-4b57-bb38-a5681cb28c4a64269f2e92eb-4433-99fe-767c4baebb1a.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A6E013F59D05DE4A02,NFT #178,recLXXEbHprWZgx3F,/suggest-edit?nft_number=178,,
179,,,,,79_batch_2.svg (https://cdn.xrp.cafe/44cf3b4907e9-4cc8-8c5b-96dda92eb2e2a493d01d76c2-4490-beac-4c52d8f0071e45339287c6b1-4db5-8421-c36589e6c848.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A6F6F9C69E05DE4A03,NFT #179,recBeg0Bgy91onbT3,/suggest-edit?nft_number=179,,
180,Satoshi Nakamoto,,,"The pseudonymous creator of Bitcoin, known for developing the first decentralized cryptocurrency and blockchain system, revolutionizing finance by introducing peer-to-peer digital money without a central authority",80_batch_2.svg (https://cdn.xrp.cafe/9840011b9115-4890-9368-1e8456a793acba0c1a6fe0ae-4650-8e3c-aa07d7fab592429738190709-46a9-8034-e8b8d669600f.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A60DDF979F05DE4A04,NFT #180 — Satoshi Nakamoto,rec7vrybqkM1anHol,/suggest-edit?nft_number=180,,
181,Batman,,DC Comics / Various Films,"
A vigilante billionaire who fights crime in Gotham City using intelligence, martial arts, and high-tech gadgets, driven by the trauma of witnessing his parents’ murder and a relentless desire for justice.",81_batch_2.svg (https://cdn.xrp.cafe/3861eb36efe8-4020-a70a-2e1eb790458b83ad65aa77f6-49fd-a1f7-d52ee15943603d4e3a1e4dc9-4588-bfc1-5de8d8e869d8.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A624C568A005DE4A05,NFT #181 — Batman (DC Comics / Various Films),recIM40omoFSevQyE,/suggest-edit?nft_number=181,,
182,,,,,82_batch_2.svg (https://cdn.xrp.cafe/4115ebaeb7ef-4492-808d-1ce4d3dc62faae54a2acfbbf-444e-8306-580602e603b2a5de6edc8e1b-4654-a823-4a7d39ce9fa6.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A63BAB39A105DE4A06,NFT #182,rec8mPiZAMgS7wjd9,/suggest-edit?nft_number=182,,
183,Jeffrey Dean Morgan,Negan Smith,The Walking Dead,"An American actor known for his charismatic and intense roles, including Negan in The Walking Dead and John Winchester in Supernatural, blending menace, charm, and complexity in his performances.",83_batch_2.svg (https://cdn.xrp.cafe/cbf9992d1838-46f3-97df-4618448b94e3ab71eb4beb8c-4b83-ace9-49ee91d0a1bcac8213e6a492-42f2-86f9-552b2e7ea891.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A652910AA205DE4A07,NFT #183 — Jeffrey Dean Morgan,recP2mgGe9X1ftT1V,/suggest-edit?nft_number=183,,
184,Charlie Chaplin,,,"An English actor, comedian, and filmmaker, celebrated for his silent film performances as the Tramp, using physical comedy, expressive gestures, and social satire to become one of cinema’s most influential figures.",84_batch_2.svg (https://cdn.xrp.cafe/69ea8fc835dc-4e75-8905-96a935450a99b0b4439066bc-4c51-8725-a83b4ef11774e7d521473dd4-40b1-b03b-3743a622f436.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A66976DBA305DE4A08,NFT #184 — Charlie Chaplin,recCDAoIg5LyAyQvE,/suggest-edit?nft_number=184,,
185,Sylvester Stallone,,,"An American actor, filmmaker, and screenwriter, known for creating and starring in the Rocky and Rambo franchises, embodying resilience, grit, and the archetype of the underdog-turned-hero in action cinema.",85_batch_2.svg (https://cdn.xrp.cafe/c83b12a2b28e-4f32-9202-18ff8127c7f43e7d1857022b-4703-9531-34d5c82e48640bd689644884-406b-bb5d-4e18be343400.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A6805CACA405DE4A09,NFT #185 — Sylvester Stallone,recCDlNvmLvblurQe,/suggest-edit?nft_number=185,,
186,Emilia Clarke,Daenerys Targaryen,Game of Thrones,"
A determined and ambitious princess of House Targaryen, who rises from exile to reclaim her family’s throne, commanding dragons and inspiring followers while grappling with power, justice, and her own moral limits.
",86_batch_2.svg (https://cdn.xrp.cafe/e339cdec36b5-428e-bbaf-ae421cd23897fb706045aa47-4de2-80bb-e709cc0519bf3d83d64bca05-4457-913d-de1f7b5aff0e.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A697427DA505DE4A0A,NFT #186 — Emilia Clarke  as Daenerys Targaryen (Game of Thrones),recS71KXLohrMOV5a,/suggest-edit?nft_number=186,,
187,The Night King,,Game of Thrones,"The Night King is an ancient, godlike figure born from man and remade by magic—once human, now the embodiment of death and winter itself. Cold, silent, and calculating, he commands legions of the dead with a single gesture, seeking not conquest but absolute extinction, a relentless force of nature driven to erase the living world he was created to defend.",87_batch_2.svg (https://cdn.xrp.cafe/3eb5c2951227-4b68-bd1f-ac13dd010b9787d4e988a5ae-4413-b1be-b52908dd6165704bc4751eeb-4264-a9fd-e58415bc00e5.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A6AE284EA605DE4A0B,NFT #187 — The Night King,rec1k6Aff7tQDBktT,/suggest-edit?nft_number=187,,
188,William Fictner,,,"
An American actor known for his sharp, often menacing screen presence, with standout roles in films like Heat, The Dark Knight, and Armageddon, as well as TV shows like Prison Break and Crossing Lines.
",88_batch_2.svg (https://cdn.xrp.cafe/2ad985f02a29-414b-87e5-c9fc31a0f5e064b8f9b63d8f-42f9-a5b9-b2c5841342a4e66731fe6b3b-4c93-9793-e0f28ec7a46f.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A6C50E1FA705DE4A0C,NFT #188 — William Fictner,recYCvTLv64nzVLI0,/suggest-edit?nft_number=188,,
189,Wentworth Miller,Michael J. Scofield,Prison Break,,89_batch_2.svg (https://cdn.xrp.cafe/0f60b9758bac-434c-a2f3-f5ec42e48dac9fd9d3daf20d-436a-b295-445a82bf36acf89ccae534c6-4d5e-80dc-b0ed075343fc.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A6DBF3F0A805DE4A0D,NFT #189 — Wentworth Miller as Michael J. Scofield (Prison Break),recplhnkiUPEXOZOv,/suggest-edit?nft_number=189,,
190,Lucille Ball,,,"An iconic American actress and comedian best known for creating and starring in the groundbreaking TV sitcom I Love Lucy, where her brilliant physical comedy and trailblazing role as a female producer reshaped television history.
",90_batch_2.svg (https://cdn.xrp.cafe/47d089462388-4b78-96e6-c7c0d7a8e8e51daacec9a77e-435c-8e9a-f8c6fb93fd5cb350bf3cda33-44c9-b32a-5da2f775f180.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A6F2D9C1A905DE4A0E,NFT #190 — Lucille Ball,recVvVJHlWW7RZPcM,/suggest-edit?nft_number=190,"I'd rather regret the things I've done than regret the things I haven't done.,""The more things you do, the more you can do."",""It's a helluva start, being able to recognize what makes you happy.""",
191,John Matuszak,Sloth,The Goonies,"
A gentle giant with a disfigured face and a kind heart, who defies his criminal family to help a group of kids on their treasure-hunting adventure.
",91_batch_2.svg (https://cdn.xrp.cafe/fccad67c8d7f-49c5-a71e-161752ef1346c4fb2b0092ec-46de-89b3-5d08fd3a12e09d7cdcf33764-42a3-9cb1-9647ac025d03.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A609BF92AA05DE4A0F,NFT #191 — John Matuszak as Sloth (The Goonies),recoF9qZk6wzdIEtP,/suggest-edit?nft_number=191,,
192,Keanu Reaves,Neo,The Matrix,"

A computer hacker who discovers he’s “The One,” destined to free humanity from a simulated reality controlled by machines, mastering incredible powers inside the Matrix to fight for human liberation.",92_batch_2.svg (https://cdn.xrp.cafe/711f06c34743-4d41-b4d5-1916dcceea4d2cff124858a6-4372-b3ac-8b7d929e2eda8ae20d133460-4b63-8a01-87c68dd44e0b.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A620A563AB05DE4A10,NFT #192 — Keanu Reaves as Neo (The Matrix),recMVt4QkL17zUzsE,/suggest-edit?nft_number=192,,
193,Willem Dafoe,,,"An American actor celebrated for his fearless, often intense performances in films like Platoon, The Lighthouse, and Spider-Man, where he brought unforgettable depth to complex heroes and chilling villains alike.
",93_batch_2.svg (https://cdn.xrp.cafe/b5d5b9571f74-47d6-8389-0f7d5194f270f970c4dad84e-448f-91a4-d84a2db5d4926bf576742e26-48a6-b547-d9c41af45295.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A6378B34AC05DE4A11,NFT #193 — Willem Dafoe,recLHG7hhTJcLBuZN,/suggest-edit?nft_number=193,,
194,James Brown,,,"An electrifying singer, songwriter, and performer hailed as the “Godfather of Soul,” whose explosive stage presence, pioneering funk sound, and hits like I Got You (I Feel Good) and Papa’s Got a Brand New Bag revolutionized music and inspired generations of artists.
",94_batch_2.svg (https://cdn.xrp.cafe/8e56e977fd20-4819-aaae-7558de65185ffb2fb1e96915-4249-9070-b79a8fd00478e63daf483cd4-47c1-b64f-90cc44e1b28b.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A64E7105AD05DE4A12,NFT #194 — James Brown,recxtNigTDEpyJuwU,/suggest-edit?nft_number=194,,
195,Piccolo,,Dragon Ball,"

A powerful Namekian warrior who begins as Goku’s enemy but evolves into a loyal ally and mentor, known for his strategic mind, calm demeanor, and fierce dedication to protecting Earth.",95_batch_2.svg (https://cdn.xrp.cafe/f99b022f6772-423d-adb7-cbfea930f005dae61cab6677-423d-adea-a587e1576eac5f944810590a-4d44-b44c-fff86353a94b.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A66556D6AE05DE4A13,NFT #195 — Piccolo (Dragon Ball),recCmrdOEkAtpPgdj,/suggest-edit?nft_number=195,,
196,Anya Taylor-Joy,Beth Harmon,The Queen’s Gambit,"
A chess prodigy who rises from a troubled orphanage to dominate the male-dominated world of competitive chess, battling addiction and personal demons while redefining what a champion can be.
",96_batch_2.svg (https://cdn.xrp.cafe/2bbbd459ccd4-4385-b4ed-761ffa3e721af9649b55b791-4e3c-9909-619a3e687118b77f6a102b74-4ff6-b0b9-7d85e295ce5a.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A67C3CA7AF05DE4A14,NFT #196 — Anya Taylor-Joy as Beth Harmon (The Queen’s Gambit),recyt93HYlO2x3nLt,/suggest-edit?nft_number=196,,
197,Goku,,Dragon Ball,"A Saiyan warrior from another planet who grows up on Earth, constantly training to surpass his limits, protecting the world with his unmatched fighting skills, boundless energy, and pure-hearted determination.
",97_batch_2.svg (https://cdn.xrp.cafe/2cc35202092d-47ac-a89f-0c41a040d59c058f71869dca-48ff-a92a-3f1150eca6b7ac4dff35a44c-436a-b231-4bd191d7ae23.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A6932278B005DE4A15,NFT #197 — Goku (Dragon Ball),recHwSXEVpMRHAPKV,/suggest-edit?nft_number=197,,
198,LL Cool J,,,"An American rapper, actor, and entrepreneur who pioneered hip-hop with hits like “Mama Said Knock You Out” and successfully crossed into acting with roles in NCIS: Los Angeles and films like Deep Blue Sea.",98_batch_2.svg (https://cdn.xrp.cafe/bb5ed9b4fa94-4c72-b482-a3a7f3bb897adac3052d1eb3-4404-aec2-329e35975b820736684de118-4797-8b80-b9a17fa777c9.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A6AA0849B105DE4A16,NFT #198 — LL Cool J,recvY7nhzDaKzPRzi,/suggest-edit?nft_number=198,,
199,Medusa,,,"
A tragic Gorgon cursed by the goddess Athena, transformed into a monster with snakes for hair whose gaze could turn anyone to stone, symbolizing both danger and victimhood in ancient myth.",99_batch_2.svg (https://cdn.xrp.cafe/394923dc54bb-489d-8c15-090bf1fa66cdb2f2543e63f9-4895-ad69-30455a394302044a5d13df48-4cf6-a3c7-582c5523c1c7.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A6C0EE1AB205DE4A17,NFT #199 — Medusa,recEB5yAdrZhByssQ,/suggest-edit?nft_number=199,,
200,Madonna,,,,100_batch_2.svg (https://cdn.xrp.cafe/ea6bae7d3f31-4c24-affd-4238699f2f15a0cf5d0cda99-457f-9c84-8e1a7a42c0b4b3e17d8d2f6a-462d-8294-99ee028a3907.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A6D7D3EBB305DE4A18,NFT #200 — Madonna,recnHoQQ152OXY33Z,/suggest-edit?nft_number=200,,
201,,,,,1.png (https://cdn.xrp.cafe/0bec31db6c03-4483-bcf8-e7ee7b10cd026a13026d1468-49a7-8aef-ac1b641abf8e34653af87557-4974-b6d2-887f7694e143.webp),https://xrp.cafe/nft/00082710BFE7D812253DBFECBB428D7917A13A11A4A103A6EEB9BCB405DE4A19,NFT #201,reck048N1fquFN6l5,/suggest-edit?nft_number=201,,
